id bigserial;origen_libro_id;origen_capitulo;origen_versiculo;destino_libro_id;destino_capitulo;destino_versiculo;llave_unica text
;44;1;8;44;10;38;44_1_8_44_10_38
;44;1;8;44;10;41;44_1_8_44_10_41
;44;1;8;44;1;22;44_1_8_44_1_22
;44;1;8;44;13;31;44_1_8_44_13_31
;44;1;8;44;1;5;44_1_8_44_1_5
;44;1;8;44;2;1;44_1_8_44_2_1
;44;1;8;44;22;15;44_1_8_44_22_15
;44;1;8;44;2;32;44_1_8_44_2_32
;44;1;8;44;2;4;44_1_8_44_2_4
;44;1;8;44;3;15;44_1_8_44_3_15
;44;1;8;44;4;33;44_1_8_44_4_33
;44;1;8;44;5;32;44_1_8_44_5_32
;44;1;8;44;6;8;44_1_8_44_6_8
;44;1;8;44;8;1;44_1_8_44_8_1
;44;1;8;44;8;25;44_1_8_44_8_25
;44;1;8;44;8;5;44_1_8_44_8_5
;44;1;8;45;10;18;44_1_8_45_10_18
;44;1;8;45;15;19;44_1_8_45_15_19
;44;1;8;51;1;23;44_1_8_51_1_23
;44;1;8;66;11;3;44_1_8_66_11_3
;44;1;8;66;11;6;44_1_8_66_11_6
;4;4;18;9;6;19;4_4_18_9_6_19
;44;18;1;44;17;15;44_18_1_44_17_15
;44;18;1;44;17;32;44_18_1_44_17_32
;44;18;1;44;17;33;44_18_1_44_17_33
;44;18;1;44;19;1;44_18_1_44_19_1
;44;18;1;46;1;2;44_18_1_46_1_2
;44;18;1;47;1;1;44_18_1_47_1_1
;44;18;1;47;1;23;44_18_1_47_1_23
;44;18;1;55;4;20;44_18_1_55_4_20
;44;18;10;23;41;10;44_18_10_23_41_10
;44;18;10;23;43;2;44_18_10_23_43_2
;44;18;10;23;54;17;44_18_10_23_54_17
;44;18;10;23;8;10;44_18_10_23_8_10
;44;18;10;24;1;18;44_18_10_24_1_18
;44;18;10;24;1;19;44_18_10_24_1_19
;44;18;10;2;4;12;44_18_10_2_4_12
;44;18;10;24;15;20;44_18_10_24_15_20
;44;18;10;24;15;21;44_18_10_24_15_21
;44;18;10;40;10;30;44_18_10_40_10_30
;44;18;10;40;1;23;44_18_10_40_1_23
;44;18;10;40;28;20;44_18_10_40_28_20
;44;18;10;42;21;18;44_18_10_42_21_18
;44;18;10;43;10;16;44_18_10_43_10_16
;44;18;10;43;11;52;44_18_10_43_11_52
;44;18;10;44;15;14;44_18_10_44_15_14
;44;18;10;44;15;18;44_18_10_44_15_18
;44;18;10;45;10;20;44_18_10_45_10_20
;44;18;10;45;10;21;44_18_10_45_10_21
;44;18;10;45;8;31;44_18_10_45_8_31
;44;18;10;46;6;11;44_18_10_46_6_11
;44;18;10;46;6;9;44_18_10_46_6_9
;44;18;10;47;12;9;44_18_10_47_12_9
;44;18;10;55;4;17;44_18_10_55_4_17
;44;18;10;55;4;22;44_18_10_55_4_22
;44;18;10;6;1;5;44_18_10_6_1_5
;44;18;10;6;1;9;44_18_10_6_1_9
;44;18;10;7;2;18;44_18_10_7_2_18
;44;18;11;44;14;3;44_18_11_44_14_3
;44;18;11;44;19;10;44_18_11_44_19_10
;44;18;11;44;20;31;44_18_11_44_20_31
;44;18;12;40;27;19;44_18_12_40_27_19
;44;18;12;43;19;13;44_18_12_43_19_13
;44;18;12;44;13;12;44_18_12_44_13_12
;44;18;12;44;13;50;44_18_12_44_13_50
;44;18;12;44;13;7;44_18_12_44_13_7
;44;18;12;44;14;19;44_18_12_44_14_19
;44;18;12;44;14;2;44_18_12_44_14_2
;44;18;12;44;17;13;44_18_12_44_17_13
;44;18;12;44;17;5;44_18_12_44_17_5
;44;18;12;44;18;16;44_18_12_44_18_16
;44;18;12;44;18;17;44_18_12_44_18_17
;44;18;12;44;18;27;44_18_12_44_18_27
;44;18;12;44;21;27;44_18_12_44_21_27
;44;18;12;44;21;36;44_18_12_44_21_36
;44;18;12;44;25;10;44_18_12_44_25_10
;44;18;12;45;15;26;44_18_12_45_15_26
;44;18;12;45;16;5;44_18_12_45_16_5
;44;18;12;46;16;15;44_18_12_46_16_15
;44;18;12;47;1;1;44_18_12_47_1_1
;44;18;12;47;11;10;44_18_12_47_11_10
;44;18;12;47;9;2;44_18_12_47_9_2
;44;18;12;52;1;7;44_18_12_52_1_7
;44;18;12;52;1;8;44_18_12_52_1_8
;44;18;12;59;2;6;44_18_12_59_2_6
;44;18;13;44;18;15;44_18_13_44_18_15
;44;18;13;44;18;4;44_18_13_44_18_4
;44;18;13;44;21;28;44_18_13_44_21_28
;44;18;13;44;24;5;44_18_13_44_24_5
;44;18;13;44;24;6;44_18_13_44_24_6
;44;18;13;44;25;8;44_18_13_44_25_8
;44;18;13;44;6;13;44_18_13_44_6_13
;44;18;14;41;9;19;44_18_14_41_9_19
;44;18;14;42;21;12;44_18_14_42_21_12
;44;18;14;42;21;15;44_18_14_42_21_15
;44;18;14;44;13;18;44_18_14_44_13_18
;44;18;14;44;21;39;44_18_14_44_21_39
;44;18;14;44;22;2;44_18_14_44_22_2
;44;18;14;44;23;27;44_18_14_44_23_27
;44;18;14;44;23;29;44_18_14_44_23_29
;44;18;14;44;25;11;44_18_14_44_25_11
;44;18;14;44;25;18;44_18_14_44_25_18
;44;18;14;44;25;20;44_18_14_44_25_20
;44;18;14;44;25;26;44_18_14_44_25_26
;44;18;14;44;26;1;44_18_14_44_26_1
;44;18;14;44;26;2;44_18_14_44_26_2
;44;18;14;45;13;3;44_18_14_45_13_3
;44;18;14;47;11;1;44_18_14_47_11_1
;44;18;14;47;11;4;44_18_14_47_11_4
;44;18;14;58;5;2;44_18_14_58_5_2
;44;18;14;60;3;14;44_18_14_60_3_14
;44;18;14;60;3;15;44_18_14_60_3_15
;44;18;15;40;27;24;44_18_15_40_27_24
;44;18;15;40;27;4;44_18_15_40_27_4
;44;18;15;43;18;31;44_18_15_43_18_31
;44;18;15;44;23;29;44_18_15_44_23_29
;44;18;15;44;24;6;44_18_15_44_24_6
;44;18;15;44;24;8;44_18_15_44_24_8
;44;18;15;44;25;11;44_18_15_44_25_11
;44;18;15;44;25;19;44_18_15_44_25_19
;44;18;15;44;26;3;44_18_15_44_26_3
;44;18;15;54;1;4;44_18_15_54_1_4
;44;18;15;54;6;4;44_18_15_54_6_4
;44;18;15;55;2;23;44_18_15_55_2_23
;44;18;15;56;3;9;44_18_15_56_3_9
;44;18;16;19;76;10;44_18_16_19_76_10
;44;18;16;45;13;3;44_18_16_45_13_3
;44;18;16;45;13;4;44_18_16_45_13_4
;44;18;16;66;12;16;44_18_16_66_12_16
;44;18;17;30;6;6;44_18_17_30_6_6
;44;18;17;44;17;32;44_18_17_44_17_32
;44;18;17;46;1;1;44_18_17_46_1_1
;44;18;17;46;1;23;44_18_17_46_1_23
;44;18;18;44;15;23;44_18_18_44_15_23
;44;18;18;44;15;41;44_18_18_44_15_41
;44;18;18;44;18;2;44_18_18_44_18_2
;44;18;18;44;18;26;44_18_18_44_18_26
;44;18;18;44;21;24;44_18_18_44_21_24
;44;18;18;44;21;3;44_18_18_44_21_3
;44;18;18;45;16;1;44_18_18_45_16_1
;44;18;18;4;6;18;44_18_18_4_6_18
;44;18;18;4;6;2;44_18_18_4_6_2
;44;18;18;4;6;5;44_18_18_4_6_5
;44;18;18;4;6;9;44_18_18_4_6_9
;44;18;18;46;9;20;44_18_18_46_9_20
;44;18;18;48;1;21;44_18_18_48_1_21
;44;18;19;44;17;2;44_18_19_44_17_2
;44;18;19;44;17;3;44_18_19_44_17_3
;44;18;19;44;18;21;44_18_19_44_18_21
;44;18;19;44;18;24;44_18_19_44_18_24
;44;18;19;44;18;4;44_18_19_44_18_4
;44;18;19;44;19;1;44_18_19_44_19_1
;44;18;19;44;19;17;44_18_19_44_19_17
;44;18;19;44;19;26;44_18_19_44_19_26
;44;18;19;44;20;16;44_18_19_44_20_16
;44;18;19;46;15;32;44_18_19_46_15_32
;44;18;19;46;16;8;44_18_19_46_16_8
;44;18;19;49;1;1;44_18_19_49_1_1
;44;18;19;54;1;3;44_18_19_54_1_3
;44;18;19;55;1;18;44_18_19_55_1_18
;44;18;19;55;4;12;44_18_19_55_4_12
;44;18;19;66;1;11;44_18_19_66_1_11
;44;18;19;66;2;1;44_18_19_66_2_1
;44;18;2;44;11;28;44_18_2_44_11_28
;44;18;2;44;18;18;44_18_2_44_18_18
;44;18;2;44;18;26;44_18_2_44_18_26
;44;18;2;44;2;9;44_18_2_44_2_9
;44;18;2;45;16;3;44_18_2_45_16_3
;44;18;2;45;16;4;44_18_2_45_16_4
;44;18;2;46;16;19;44_18_2_46_16_19
;44;18;2;55;4;19;44_18_2_55_4_19
;44;18;2;60;1;1;44_18_2_60_1_1
;44;18;20;41;1;37;44_18_20_41_1_37
;44;18;20;41;1;38;44_18_20_41_1_38
;44;18;20;44;20;16;44_18_20_44_20_16
;44;18;20;44;21;13;44_18_20_44_21_13
;44;18;20;44;21;14;44_18_20_44_21_14
;44;18;20;46;16;12;44_18_20_46_16_12
;44;18;21;40;26;39;44_18_21_40_26_39
;44;18;21;42;9;61;44_18_21_42_9_61
;44;18;21;44;15;29;44_18_21_44_15_29
;44;18;21;44;19;21;44_18_21_44_19_21
;44;18;21;44;20;16;44_18_21_44_20_16
;44;18;21;44;21;14;44_18_21_44_21_14
;44;18;21;45;1;10;44_18_21_45_1_10
;44;18;21;45;15;32;44_18_21_45_15_32
;44;18;21;46;16;7;44_18_21_46_16_7
;44;18;21;46;4;19;44_18_21_46_4_19
;44;18;21;47;13;11;44_18_21_47_13_11
;44;18;21;50;2;19;44_18_21_50_2_19
;44;18;21;50;2;24;44_18_21_50_2_24
;44;18;21;5;16;1;44_18_21_5_16_1
;44;18;21;58;6;3;44_18_21_58_6_3
;44;18;21;59;4;15;44_18_21_59_4_15
;44;18;21;60;3;17;44_18_21_60_3_17
;44;18;22;44;10;1;44_18_22_44_10_1
;44;18;22;44;10;24;44_18_22_44_10_24
;44;18;22;44;11;11;44_18_22_44_11_11
;44;18;22;44;11;19;44_18_22_44_11_19
;44;18;22;44;11;27;44_18_22_44_11_27
;44;18;22;44;13;1;44_18_22_44_13_1
;44;18;22;44;14;26;44_18_22_44_14_26
;44;18;22;44;15;23;44_18_22_44_15_23
;44;18;22;44;15;30;44_18_22_44_15_30
;44;18;22;44;15;35;44_18_22_44_15_35
;44;18;22;44;15;4;44_18_22_44_15_4
;44;18;22;44;18;21;44_18_22_44_18_21
;44;18;22;44;18;22;44_18_22_44_18_22
;44;18;22;44;21;17;44_18_22_44_21_17
;44;18;22;44;21;19;44_18_22_44_21_19
;44;18;22;44;23;23;44_18_22_44_23_23
;44;18;22;44;25;1;44_18_22_44_25_1
;44;18;22;44;25;9;44_18_22_44_25_9
;44;18;22;44;8;40;44_18_22_44_8_40
;44;18;23;15;1;6;44_18_23_15_1_6
;44;18;23;23;35;3;44_18_23_23_35_3
;44;18;23;23;35;4;44_18_23_23_35_4
;44;18;23;27;11;1;44_18_23_27_11_1
;44;18;23;42;22;32;44_18_23_42_22_32
;44;18;23;42;22;43;44_18_23_42_22_43
;44;18;23;44;14;22;44_18_23_44_14_22
;44;18;23;44;15;32;44_18_23_44_15_32
;44;18;23;44;15;41;44_18_23_44_15_41
;44;18;23;44;16;40;44_18_23_44_16_40
;44;18;23;44;16;6;44_18_23_44_16_6
;44;18;23;46;16;1;44_18_23_46_16_1
;44;18;23;48;1;2;44_18_23_48_1_2
;44;18;23;48;4;14;44_18_23_48_4_14
;44;18;23;52;3;2;44_18_23_52_3_2
;44;18;23;52;4;18;44_18_23_52_4_18
;44;18;23;52;5;14;44_18_23_52_5_14
;44;18;23;5;3;28;44_18_23_5_3_28
;44;18;23;58;12;12;44_18_23_58_12_12
;44;18;23;58;12;13;44_18_23_58_12_13
;44;18;24;15;7;12;44_18_24_15_7_12
;44;18;24;15;7;6;44_18_24_15_7_6
;44;18;24;23;3;3;44_18_24_23_3_3
;44;18;24;2;4;10;44_18_24_2_4_10
;44;18;24;40;13;52;44_18_24_40_13_52
;44;18;24;42;24;19;44_18_24_42_24_19
;44;18;24;44;18;28;44_18_24_44_18_28
;44;18;24;44;19;1;44_18_24_44_19_1
;44;18;24;44;27;6;44_18_24_44_27_6
;44;18;24;44;6;9;44_18_24_44_6_9
;44;18;24;44;7;22;44_18_24_44_7_22
;44;18;24;46;1;12;44_18_24_46_1_12
;44;18;24;46;16;12;44_18_24_46_16_12
;44;18;24;46;2;1;44_18_24_46_2_1
;44;18;24;46;2;2;44_18_24_46_2_2
;44;18;24;46;3;5;44_18_24_46_3_5
;44;18;24;46;3;6;44_18_24_46_3_6
;44;18;24;46;4;6;44_18_24_46_4_6
;44;18;24;47;10;10;44_18_24_47_10_10
;44;18;24;51;3;16;44_18_24_51_3_16
;44;18;24;56;3;13;44_18_24_56_3_13
;44;18;25;1;18;19;44_18_25_1_18_19
;44;18;25;19;119;1;44_18_25_19_119_1
;44;18;25;19;25;8;44_18_25_19_25_8
;44;18;25;19;25;9;44_18_25_19_25_9
;44;18;25;23;40;3;44_18_25_23_40_3
;44;18;25;24;6;16;44_18_25_24_6_16
;44;18;25;28;14;9;44_18_25_28_14_9
;44;18;25;40;3;1;44_18_25_40_3_1
;44;18;25;40;3;17;44_18_25_40_3_17
;44;18;25;41;12;14;44_18_25_41_12_14
;44;18;25;41;1;3;44_18_25_41_1_3
;44;18;25;42;3;1;44_18_25_42_3_1
;44;18;25;42;3;38;44_18_25_42_3_38
;44;18;25;42;7;29;44_18_25_42_7_29
;44;18;25;43;1;19;44_18_25_43_1_19
;44;18;25;43;1;36;44_18_25_43_1_36
;44;18;25;44;13;10;44_18_25_44_13_10
;44;18;25;44;16;17;44_18_25_44_16_17
;44;18;25;44;19;23;44_18_25_44_19_23
;44;18;25;44;19;3;44_18_25_44_19_3
;44;18;25;44;19;9;44_18_25_44_19_9
;44;18;25;44;9;2;44_18_25_44_9_2
;44;18;25;45;12;11;44_18_25_45_12_11
;44;18;25;51;1;28;44_18_25_51_1_28
;44;18;25;51;1;29;44_18_25_51_1_29
;44;18;25;55;2;4;44_18_25_55_2_4
;44;18;25;59;5;16;44_18_25_59_5_16
;44;18;25;7;2;22;44_18_25_7_2_22
;44;18;25;9;12;23;44_18_25_9_12_23
;44;18;26;20;1;5;44_18_26_20_1_5
;44;18;26;20;22;17;44_18_26_20_22_17
;44;18;26;20;22;18;44_18_26_20_22_18
;44;18;26;20;25;12;44_18_26_20_25_12
;44;18;26;20;9;9;44_18_26_20_9_9
;44;18;26;23;58;1;44_18_26_23_58_1
;44;18;26;40;18;3;44_18_26_40_18_3
;44;18;26;40;18;4;44_18_26_40_18_4
;44;18;26;41;10;15;44_18_26_41_10_15
;44;18;26;42;19;26;44_18_26_42_19_26
;44;18;26;42;24;27;44_18_26_42_24_27
;44;18;26;43;7;17;44_18_26_43_7_17
;44;18;26;44;14;3;44_18_26_44_14_3
;44;18;26;44;18;2;44_18_26_44_18_2
;44;18;26;44;18;25;44_18_26_44_18_25
;44;18;26;44;18;3;44_18_26_44_18_3
;44;18;26;44;28;23;44_18_26_44_28_23
;44;18;26;44;8;31;44_18_26_44_8_31
;44;18;26;46;12;21;44_18_26_46_12_21
;44;18;26;46;3;18;44_18_26_46_3_18
;44;18;26;46;8;2;44_18_26_46_8_2
;44;18;26;49;6;19;44_18_26_49_6_19
;44;18;26;49;6;20;44_18_26_49_6_20
;44;18;26;58;6;1;44_18_26_58_6_1
;44;18;26;61;3;18;44_18_26_61_3_18
;44;18;27;43;1;12;44_18_27_43_1_12
;44;18;27;43;1;13;44_18_27_43_1_13
;44;18;27;44;18;12;44_18_27_44_18_12
;44;18;27;44;18;18;44_18_27_44_18_18
;44;18;27;44;19;1;44_18_27_44_19_1
;44;18;27;44;9;27;44_18_27_44_9_27
;44;18;27;45;1;5;44_18_27_45_1_5
;44;18;27;45;16;1;44_18_27_45_16_1
;44;18;27;45;16;2;44_18_27_45_16_2
;44;18;27;46;15;10;44_18_27_46_15_10
;44;18;27;46;16;3;44_18_27_46_16_3
;44;18;27;46;3;10;44_18_27_46_3_10
;44;18;27;46;3;14;44_18_27_46_3_14
;44;18;27;46;3;6;44_18_27_46_3_6
;44;18;27;47;1;24;44_18_27_47_1_24
;44;18;27;47;3;1;44_18_27_47_3_1
;44;18;27;47;3;2;44_18_27_47_3_2
;44;18;27;49;2;10;44_18_27_49_2_10
;44;18;27;49;2;8;44_18_27_49_2_8
;44;18;27;50;1;25;44_18_27_50_1_25
;44;18;27;50;1;29;44_18_27_50_1_29
;44;18;27;51;2;12;44_18_27_51_2_12
;44;18;27;51;4;10;44_18_27_51_4_10
;44;18;27;53;2;13;44_18_27_53_2_13
;44;18;27;53;2;14;44_18_27_53_2_14
;44;18;27;56;3;4;44_18_27_56_3_4
;44;18;27;56;3;6;44_18_27_56_3_6
;44;18;27;59;1;16;44_18_27_59_1_16
;44;18;27;59;1;18;44_18_27_59_1_18
;44;18;27;60;1;2;44_18_27_60_1_2
;44;18;27;60;1;3;44_18_27_60_1_3
;44;18;27;64;1;10;44_18_27_64_1_10
;44;18;27;64;1;8;44_18_27_64_1_8
;44;18;28;42;24;27;44_18_28_42_24_27
;44;18;28;42;24;44;44_18_28_42_24_44
;44;18;28;43;5;39;44_18_28_43_5_39
;44;18;28;44;17;3;44_18_28_44_17_3
;44;18;28;44;18;25;44_18_28_44_18_25
;44;18;28;44;18;5;44_18_28_44_18_5
;44;18;28;44;26;22;44_18_28_44_26_22
;44;18;28;44;26;23;44_18_28_44_26_23
;44;18;28;44;9;22;44_18_28_44_9_22
;44;18;28;46;15;3;44_18_28_46_15_3
;44;18;28;46;15;4;44_18_28_46_15_4
;44;18;28;58;7;1;44_18_28_58_7_1
;44;18;28;58;7;10;44_18_28_58_7_10
;44;18;3;44;20;34;44_18_3_44_20_34
;44;18;3;44;20;35;44_18_3_44_20_35
;44;18;3;46;4;12;44_18_3_46_4_12
;44;18;3;46;9;12;44_18_3_46_9_12
;44;18;3;46;9;6;44_18_3_46_9_6
;44;18;3;47;11;7;44_18_3_47_11_7
;44;18;3;47;11;9;44_18_3_47_11_9
;44;18;3;47;12;13;44_18_3_47_12_13
;44;18;3;52;2;9;44_18_3_52_2_9
;44;18;3;53;3;8;44_18_3_53_3_8
;44;18;3;53;3;9;44_18_3_53_3_9
;44;18;4;14;32;11;44_18_4_14_32_11
;44;18;4;1;9;27;44_18_4_1_9_27
;44;18;4;42;16;31;44_18_4_42_16_31
;44;18;4;42;4;16;44_18_4_42_4_16
;44;18;4;44;13;14;44_18_4_44_13_14
;44;18;4;44;14;1;44_18_4_44_14_1
;44;18;4;44;17;1;44_18_4_44_17_1
;44;18;4;44;17;11;44_18_4_44_17_11
;44;18;4;44;17;17;44_18_4_44_17_17
;44;18;4;44;17;3;44_18_4_44_17_3
;44;18;4;44;18;13;44_18_4_44_18_13
;44;18;4;44;19;26;44_18_4_44_19_26
;44;18;4;44;19;8;44_18_4_44_19_8
;44;18;4;44;26;28;44_18_4_44_26_28
;44;18;4;44;28;23;44_18_4_44_28_23
;44;18;4;47;5;11;44_18_4_47_5_11
;44;18;5;18;32;18;44_18_5_18_32_18
;44;18;5;18;32;20;44_18_5_18_32_20
;44;18;5;24;20;9;44_18_5_24_20_9
;44;18;5;24;6;11;44_18_5_24_6_11
;44;18;5;26;3;14;44_18_5_26_3_14
;44;18;5;27;9;25;44_18_5_27_9_25
;44;18;5;27;9;26;44_18_5_27_9_26
;44;18;5;33;3;8;44_18_5_33_3_8
;44;18;5;42;12;50;44_18_5_42_12_50
;44;18;5;43;10;24;44_18_5_43_10_24
;44;18;5;43;1;41;44_18_5_43_1_41
;44;18;5;43;15;27;44_18_5_43_15_27
;44;18;5;43;3;28;44_18_5_43_3_28
;44;18;5;44;10;42;44_18_5_44_10_42
;44;18;5;44;15;22;44_18_5_44_15_22
;44;18;5;44;16;1;44_18_5_44_16_1
;44;18;5;44;16;9;44_18_5_44_16_9
;44;18;5;44;17;14;44_18_5_44_17_14
;44;18;5;44;17;16;44_18_5_44_17_16
;44;18;5;44;17;3;44_18_5_44_17_3
;44;18;5;44;18;28;44_18_5_44_18_28
;44;18;5;44;20;21;44_18_5_44_20_21
;44;18;5;44;2;36;44_18_5_44_2_36
;44;18;5;44;4;20;44_18_5_44_4_20
;44;18;5;44;9;22;44_18_5_44_9_22
;44;18;5;47;5;14;44_18_5_47_5_14
;44;18;5;50;1;23;44_18_5_50_1_23
;44;18;5;52;3;2;44_18_5_52_3_2
;44;18;5;60;5;12;44_18_5_60_5_12
;44;18;6;10;1;16;44_18_6_10_1_16
;44;18;6;16;5;13;44_18_6_16_5_13
;44;18;6;26;18;13;44_18_6_26_18_13
;44;18;6;26;3;18;44_18_6_26_3_18
;44;18;6;26;3;19;44_18_6_26_3_19
;44;18;6;26;33;4;44_18_6_26_33_4
;44;18;6;26;33;8;44_18_6_26_33_8
;44;18;6;26;33;9;44_18_6_26_33_9
;44;18;6;3;20;11;44_18_6_3_20_11
;44;18;6;3;20;12;44_18_6_3_20_12
;44;18;6;3;20;9;44_18_6_3_20_9
;44;18;6;40;10;14;44_18_6_40_10_14
;44;18;6;40;21;43;44_18_6_40_21_43
;44;18;6;40;22;10;44_18_6_40_22_10
;44;18;6;40;27;25;44_18_6_40_27_25
;44;18;6;40;8;11;44_18_6_40_8_11
;44;18;6;42;10;10;44_18_6_42_10_10
;44;18;6;42;10;11;44_18_6_42_10_11
;44;18;6;42;22;65;44_18_6_42_22_65
;44;18;6;42;9;5;44_18_6_42_9_5
;44;18;6;44;13;45;44_18_6_44_13_45
;44;18;6;44;13;47;44_18_6_44_13_47
;44;18;6;44;13;51;44_18_6_44_13_51
;44;18;6;44;19;10;44_18_6_44_19_10
;44;18;6;44;19;9;44_18_6_44_19_9
;44;18;6;44;20;26;44_18_6_44_20_26
;44;18;6;44;20;27;44_18_6_44_20_27
;44;18;6;44;26;11;44_18_6_44_26_11
;44;18;6;44;26;20;44_18_6_44_26_20
;44;18;6;44;28;28;44_18_6_44_28_28
;44;18;6;45;10;12;44_18_6_45_10_12
;44;18;6;45;10;13;44_18_6_45_10_13
;44;18;6;45;11;11;44_18_6_45_11_11
;44;18;6;45;11;15;44_18_6_45_11_15
;44;18;6;45;3;29;44_18_6_45_3_29
;44;18;6;45;9;25;44_18_6_45_9_25
;44;18;6;45;9;26;44_18_6_45_9_26
;44;18;6;45;9;30;44_18_6_45_9_30
;44;18;6;45;9;33;44_18_6_45_9_33
;44;18;6;52;2;14;44_18_6_52_2_14
;44;18;6;52;2;16;44_18_6_52_2_16
;44;18;6;54;5;22;44_18_6_54_5_22
;44;18;6;55;2;25;44_18_6_55_2_25
;44;18;6;59;2;6;44_18_6_59_2_6
;44;18;6;59;2;7;44_18_6_59_2_7
;44;18;6;60;4;14;44_18_6_60_4_14
;44;18;6;60;4;4;44_18_6_60_4_4
;44;18;7;44;10;2;44_18_7_44_10_2
;44;18;7;44;10;22;44_18_7_44_10_22
;44;18;7;44;13;42;44_18_7_44_13_42
;44;18;7;44;16;14;44_18_7_44_16_14
;44;18;7;44;17;4;44_18_7_44_17_4
;44;18;7;51;4;11;44_18_7_51_4_11
;44;18;8;1;17;27;44_18_8_1_17_27
;44;18;8;1;18;19;44_18_8_1_18_19
;44;18;8;40;28;19;44_18_8_40_28_19
;44;18;8;41;16;15;44_18_8_41_16_15
;44;18;8;41;16;16;44_18_8_41_16_16
;44;18;8;41;5;22;44_18_8_41_5_22
;44;18;8;41;5;35;44_18_8_41_5_35
;44;18;8;44;10;2;44_18_8_44_10_2
;44;18;8;44;11;14;44_18_8_44_11_14
;44;18;8;44;13;15;44_18_8_44_13_15
;44;18;8;44;16;14;44_18_8_44_16_14
;44;18;8;44;16;15;44_18_8_44_16_15
;44;18;8;44;16;34;44_18_8_44_16_34
;44;18;8;44;18;17;44_18_8_44_18_17
;44;18;8;44;2;37;44_18_8_44_2_37
;44;18;8;44;2;41;44_18_8_44_2_41
;44;18;8;44;8;12;44_18_8_44_8_12
;44;18;8;44;8;35;44_18_8_44_8_35
;44;18;8;44;8;38;44_18_8_44_8_38
;44;18;8;45;10;14;44_18_8_45_10_14
;44;18;8;45;10;17;44_18_8_45_10_17
;44;18;8;46;1;13;44_18_8_46_1_13
;44;18;8;46;1;17;44_18_8_46_1_17
;44;18;8;6;24;15;44_18_8_6_24_15
;44;18;9;23;58;1;44_18_9_23_58_1
;44;18;9;24;1;17;44_18_9_24_1_17
;44;18;9;26;2;6;44_18_9_26_2_6
;44;18;9;26;2;8;44_18_9_26_2_8
;44;18;9;26;3;11;44_18_9_26_3_11
;44;18;9;26;3;9;44_18_9_26_3_9
;44;18;9;32;3;2;44_18_9_32_3_2
;44;18;9;33;3;8;44_18_9_33_3_8
;44;18;9;44;16;9;44_18_9_44_16_9
;44;18;9;44;22;18;44_18_9_44_22_18
;44;18;9;44;23;11;44_18_9_44_23_11
;44;18;9;44;27;23;44_18_9_44_27_23
;44;18;9;44;27;25;44_18_9_44_27_25
;44;18;9;47;12;1;44_18_9_47_12_1
;44;18;9;47;12;3;44_18_9_47_12_3
;44;18;9;49;6;19;44_18_9_49_6_19
;44;18;9;49;6;20;44_18_9_49_6_20
;44;18;9;52;2;2;44_18_9_52_2_2
;44;1;9;19;68;18;44_1_9_19_68_18
;44;1;9;2;19;9;44_1_9_2_19_9
;44;1;9;23;19;1;44_1_9_23_19_1
;44;1;9;2;34;5;44_1_9_2_34_5
;44;1;9;27;7;13;44_1_9_27_7_13
;44;1;9;41;16;19;44_1_9_41_16_19
;44;1;9;42;21;27;44_1_9_42_21_27
;44;1;9;42;24;50;44_1_9_42_24_50
;44;1;9;42;24;51;44_1_9_42_24_51
;44;1;9;43;6;62;44_1_9_43_6_62
;44;1;9;44;1;2;44_1_9_44_1_2
;4;4;19;4;4;15;4_4_19_4_4_15
;44;1;9;49;4;12;44_1_9_49_4_12
;44;1;9;49;4;8;44_1_9_49_4_8
;44;1;9;66;11;12;44_1_9_66_11_12
;44;1;9;66;14;4;44_1_9_66_14_4
;44;1;9;66;1;7;44_1_9_66_1_7
;44;19;1;44;18;1;44_19_1_44_18_1
;44;19;1;44;18;19;44_19_1_44_18_19
;44;19;1;44;18;21;44_19_1_44_18_21
;44;19;1;44;18;23;44_19_1_44_18_23
;44;19;1;44;18;28;44_19_1_44_18_28
;44;19;1;46;1;12;44_19_1_46_1_12
;44;19;1;46;16;12;44_19_1_46_16_12
;44;19;1;46;3;4;44_19_1_46_3_4
;44;19;1;46;3;7;44_19_1_46_3_7
;44;19;10;44;16;6;44_19_10_44_16_6
;44;19;10;44;18;11;44_19_10_44_18_11
;44;19;10;44;18;4;44_19_10_44_18_4
;44;19;10;44;19;22;44_19_10_44_19_22
;44;19;10;44;19;26;44_19_10_44_19_26
;44;19;10;44;19;27;44_19_10_44_19_27
;44;19;10;44;19;8;44_19_10_44_19_8
;44;19;10;44;20;18;44_19_10_44_20_18
;44;19;10;44;20;20;44_19_10_44_20_20
;44;19;10;44;20;21;44_19_10_44_20_21
;44;19;10;44;20;31;44_19_10_44_20_31
;44;19;10;45;10;12;44_19_10_45_10_12
;44;19;10;45;10;18;44_19_10_45_10_18
;44;19;10;45;1;16;44_19_10_45_1_16
;44;19;10;46;1;22;44_19_10_46_1_22
;44;19;10;46;1;24;44_19_10_46_1_24
;44;19;10;48;3;28;44_19_10_48_3_28
;44;19;10;51;3;11;44_19_10_51_3_11
;44;19;10;55;1;15;44_19_10_55_1_15
;44;19;10;60;1;1;44_19_10_60_1_1
;44;19;10;66;1;11;44_19_10_66_1_11
;44;19;10;66;1;4;44_19_10_66_1_4
;44;19;11;41;16;17;44_19_11_41_16_17
;44;19;11;41;16;20;44_19_11_41_16_20
;44;19;11;43;14;12;44_19_11_43_14_12
